נתיב,תפקיד משוער לפי קבוצה ותוכן,בתים,מזהה Git,SHA256,סוג,כיסוי,מחלקות ופעולות שחולצו,תלויות שחולצו
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/mbase.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,12543,43baa21e395531e1e8a27b4909cc8823ae127ad1,5805458d188bdf42e7bbfebc5a817a8c9caeea823d424013e979ee8bb70c5e85,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/mimecast.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,5988,fa1b6cc259b7443a2db83a962b4449c11ef59d65,01218365632b1aa2a6dbf2f61b13b3db5bff20ababb2bb4c363f26ec4579cecf,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/msstream.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,5126,0239036e6b6a82888b3fd0ba411db7e4c97369b3,ced2fb042fc1b65cae9410a1ae2de9564ba358123a0abbaecdd62042f46cc6aa,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/outlookwa.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,30358,b8e454ee8572837400448b2e11d517fbfc59babf,26f03a8b281461b583c44e9e380ecd2fa7f9b946bbe934b6c98f17a7f6da9971,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/printer.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,109028,0f103ed52dcb92f1f820bac8689a785a372c7c6a,3397a1c190e6b79f281b2d7670568060e561dc748447abd1942a10eb66d6800d,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/projects.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,7041,09b87ae0ab0f2f8d811ea5ca7a0bee9d549ececb,2206687548a4fb47f5b781118f72b4ca0a0bab616a23dcce3c5afd27971c33f9,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/rhino.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,61549,520d0c81f8aa80cb1017b20710fd5ca0ab3c905c,62c9b2c208c74ee77680102f5395ab19e2f0095c85f35ceb951c6529c3d18766,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/slack.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,42311,c3f546959ac673ce3c343bd74c1fbc37fa834dd2,e85153cbef1cf676d7d04983f954816bd4d92164057a940d75154ffca15d0db7,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/smartsheet.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,37607,a840513d6b4d51ec4a8e0da43427bcd6eeacac54,7055ca935f7a66744fd925fcb3332d2f88db5ccc20a8a1696220fdff516cb8ce,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/ultimaker.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,24839,ffb797915ce5d270343921042ae6f86b23e18a5b,db35604cb18a204d92b37221cb8967ca11bc0faf1dac89953152d9d3ecd0e74d,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/unifi.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,24492,dd26ffdb24c172dc41e280857c6752839ed38e9e,d4628bf16ddbaba9c6d965c53d3aae802d79f8d72aa39298b96fdb1180a1b284,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/vsphere.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,15822,4c10c143c5bcaff8af6812595255cf3acdecd74a,fee4f0b91748d53963ddd7c170a5cfc9bf79d2e4a6a57d2e5d56087e33f476b4,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/xwiki.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,23098,ea513b631c32cc0eba917c17db93aa6621171234,552528f8eab0fd3144541391571e1bc9272a9e490856789bb365509d0acec61c,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/images/zoom.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,10469,2fca8d9f657db928bd54d024beaf7328b90626ac,0369217883da2f5b9006548e95ce694a3a87474f2a19f2a1b3e1f89a087bd11a,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Forms Module Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Forms Module Tests.pushbutton,3258,a1262d144b1909854f327a2490165fed233dead1,523d8e0d7ba074a2b0c260460736db35b4c6748b4e3e800373cd8068410414f4,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,test_forms,pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Output Window Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Output Window Tests.pushbutton/icon.dark.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,1581,0f6344d8682aaf081960ee3216da5c72e3ae53ee,513bdf1e516befe7a40e9e76d03f8b33fe17e1ea191c017e704904b58f2d3ade,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Output Window Tests.pushbutton/icon.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,2441,1729ae3ac8eda566a699870b77d7a8abdfed17a1,63d76a4cb7c15b11f4f777d177fa60aa751a5e37dd0dacff6c1e114b649a0259,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Output Window Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Output Window Tests.pushbutton,50,7f566da3ed7aa71a1137eb093681c9e5f3176423,df2ad4c72e71bcb44b5033107f5c0f5853510da0f810b889a7dd240c2649cbee,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Query get_name Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",21,1ca81f778460add9e148227a2095be771996356d,b4dd18902634c54a1a6a955cd052accc1c035fe21ac73825eb59943e3b85ed08,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Query get_name Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Query get_name Tests.pushbutton,216,8f922029732f0e0130a15b7195589c09c2e9b847,6d29284dd54fbad5f59623e078b256e9b71c9c4ba58a04a729108039d48c3526,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit.unittests; pyrevit.unittests.runner
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Revit Module Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Revit Module Tests.pushbutton/icon.dark.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,1581,0f6344d8682aaf081960ee3216da5c72e3ae53ee,513bdf1e516befe7a40e9e76d03f8b33fe17e1ea191c017e704904b58f2d3ade,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Revit Module Tests.pushbutton/icon.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,2441,1729ae3ac8eda566a699870b77d7a8abdfed17a1,63d76a4cb7c15b11f4f777d177fa60aa751a5e37dd0dacff6c1e114b649a0259,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Revit Module Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Revit Module Tests.pushbutton,44,ab783c906b40d36188920200d9269a37bdb6a885,22f6a44841097d136a951ca069782147ced734670b54aed327eb6539b4f3a3da,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Routes Module Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Routes Module Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Routes Module Tests.pushbutton,2236,5ebf5e57b4718d85c3c4dd67d0954988daf6d90e,3d07b320d763718b4190ba4a1d3a9425eb7cac93630e32361e118b7f4a70d3e0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,_discover_routes_modules; _import_module; _format_exception_info; _print_result_details,pkgutil; pyrevit.unittests; pyrevit.unittests.runner; traceback
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Run All Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Run All Tests.pushbutton/icon.dark.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,1581,0f6344d8682aaf081960ee3216da5c72e3ae53ee,513bdf1e516befe7a40e9e76d03f8b33fe17e1ea191c017e704904b58f2d3ade,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Run All Tests.pushbutton/icon.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,2441,1729ae3ac8eda566a699870b77d7a8abdfed17a1,63d76a4cb7c15b11f4f777d177fa60aa751a5e37dd0dacff6c1e114b649a0259,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Run All Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Run All Tests.pushbutton,31,71b513a34e0a3b9bab188697ccfc3acf4c7b3e91,301fdb01c1ef91b3e5e4ac7f575d0c47a302a4044af995365c078ee3e8f65b1a,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Script Module Tests.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Script Module Tests.pushbutton/icon.dark.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,1581,0f6344d8682aaf081960ee3216da5c72e3ae53ee,513bdf1e516befe7a40e9e76d03f8b33fe17e1ea191c017e704904b58f2d3ade,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Script Module Tests.pushbutton/icon.png,נכס חזותי: אייקון או תמונה; משמעות חזותית לא נבדקה לכל פריט,2441,1729ae3ac8eda566a699870b77d7a8abdfed17a1,63d76a4cb7c15b11f4f777d177fa60aa751a5e37dd0dacff6c1e114b649a0259,binary,מלאי וחתימה; תוכן בינרי לא נותח במלואו,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Script Module Tests.pushbutton/script.py,קוד הפקודה או הדוגמה Script Module Tests.pushbutton,48,3df7a2e30cc5bd568037675ed9870773e56cea98,764d33256f0ab8f904daaad0ca2117d249e0b365becb4109da71532feb41acb3,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Charts.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Charts.pushbutton/script.py,קוד הפקודה או הדוגמה Test Charts.pushbutton,4274,bab61c2e632531ea5570d82cfddae4515e671bfe,42a6b698ef3057b90dff60c64a8ff3e4d0fe90457209a50a957d918b09cc9bad,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,get_test_chart; test1_chart; test2_chart; test3_chart; test4_chart,pyrevit; pyrevit.output; random
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test D3.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test D3.pushbutton/index.html,"פקודות משתמש, חלונות, אייקונים ודוגמאות בתוך Revit",2904,040cc132e11bb470d71c96c949d2b95f440268af,a6d995c04025e18b853f205a9eca6f875ec7ca7d6db5a8db646f33ee17464956,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test D3.pushbutton/script.py,קוד הפקודה או הדוגמה Test D3.pushbutton,81,465407011f1f6538db94a6235148cb7bc5ac1ab6,8ef4c66e3521445f6e01e43428d4a61815f83cbe4395416cb5c927d91bf32f06,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Family API.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",21,1ca81f778460add9e148227a2095be771996356d,b4dd18902634c54a1a6a955cd052accc1c035fe21ac73825eb59943e3b85ed08,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Family API.pushbutton/script.py,קוד הפקודה או הדוגמה Test Family API.pushbutton,7402,cb72d6b9f04050a60d2961a1824c5bd56924299f,ea7ef2d56d8287438e1cfa3543c038b63743b0ba85bfd5c8d35ae76734f0f23a,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,_purge_family; _family_type_count; _add_types; _check_type_parameter_values; test_family_api,os; pyrevit; pyrevit.compat; pyrevit.revit.db.create; pyrevit.revit.db.transaction; tempfile
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test FillPatternViewer.pushbutton/TestFillPatternViewer.xaml,הגדרת חלון או משאבי ממשק WPF — תשתית חלונות של Windows,932,2ed5ad7161ee74a294b09d42089c71ffcebeda69,f9efbf49cdf76b39ec666bc1e24b84c9ba02cb65ac7a63d679844dc4709982cc,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test FillPatternViewer.pushbutton/script.py,קוד הפקודה או הדוגמה Test FillPatternViewer.pushbutton,1051,4d42a4c1e6962e6250c8270d3248e479cef16827,03d8dc0cb4b618127fbb17493f2542fd628ef4b0d0b20fd02d37f7fb68de2861,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,TestFillPatternViewer; __init__; fill_pattern_changed,pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Independent Logging.pushbutton/script.py,קוד הפקודה או הדוגמה Test Independent Logging.pushbutton,1099,a9c8bc339a1abe8632a53c2d98fa56349c9d0f11,95594a27e98390640b4d3ba456c6d0287108004773ae01d0a102b22c7b3eee76,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,logging; os.path; pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Input Stream.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",45,553ab294203d86c9666c1f3a8df4b2d77263981c,b92c581581a354cab389224fc1d3154565c1b49620e5f25e6bbcf546dec175f2,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Input Stream.pushbutton/script.py,קוד הפקודה או הדוגמה Test Input Stream.pushbutton,736,dd6413031d346cf4c7b64d7688d4085556eeab83,79f45b6590698efc46d2ed02b2c1d06dec75b5168c8d12c1ee93411da8d28ba1,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,sys
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Markdown.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Markdown.pushbutton/script.py,קוד הפקודה או הדוגמה Test Markdown.pushbutton,1001,5ca283be480c573a0a1aa5b78f4e2d0ea0c4b60d,46579290760b3129204cf94b7985efb0d3ccde7e08559972d5fe0e28dcd23170,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Modeless (Sensors).pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",66,243655f7cdc495f6786855c8933dcd911122a8b4,3c1e2300630507b5187f837426d94dd8b02b4fdd77e36771d94d6f4e112320a4,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Modeless (Sensors).pushbutton/script.py,קוד הפקודה או הדוגמה Test Modeless (Sensors).pushbutton,4547,f01b99a9dcb8acfb0140a0c9f0ee6d4b00c143bb,45b955764f841a277dfff7aafc25a6b8ca163239a18ae2173c8da516a883be15,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SensorGroup; Sensor; NonModalWindow; __init__; sensors; sensors; __init__; header; value; value; progress; progress; progress_max; progress_max; has_progress; has_progress; __init__; setup; uiupdator_eventhandler; update_ui; make_category_sensors; sort_category_sensors_list; update_category_sensors; window_moving; window_closing,pyrevit; pyrevit.framework; pyrevit.runtime
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Modeless (Sensors).pushbutton/sensors.xaml,הגדרת חלון או משאבי ממשק WPF — תשתית חלונות של Windows,5380,257e2fdef3f28632765493511bdc2148195cf733,27d5b26ea46b3576a9551a7ae2804b30aa34ea6642d26b5cce5dd06bb371e2c0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Multiple Outputs.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Multiple Outputs.pushbutton/script.py,קוד הפקודה או הדוגמה Test Multiple Outputs.pushbutton,362,fce2872859f20cdb95fd384c7758d018ed8bd628,f4c3120a574c96debb9c1677f58f7769cc84fb934c60c052aeb1815ae2e1d71c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit.loader
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Output Stream.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Output Stream.pushbutton/script.py,קוד הפקודה או הדוגמה Test Output Stream.pushbutton,2148,08142e13759a1d8e033d82493d6b4f9a74847336,2678e273e21bb01f3458f8fd5d94188bae35e0aa2ad38e259665096c9288c1fb,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit; pyrevit.compat
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Progressbar.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Progressbar.pushbutton/script.py,קוד הפקודה או הדוגמה Test Progressbar.pushbutton,918,882315d3cb9a2448c973f487d97e7885aefb8cfa,36a43eb81212d4c6708aa2999b9c1a0a53d158e3562795530d77f0386e17d227,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit.forms
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Project Parameters.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",18,9293c99e7b1b7c105405db3a6d1f2ecf45610dbb,25cec98a42c0f2a15240cf309e8188503c4d3e7d7c1de906e596b1a1306d0fc0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Project Parameters.pushbutton/script.py,קוד הפקודה או הדוגמה Test Project Parameters.pushbutton,10773,b8b5c352a403cd7c6d1f1bd55618aa895b383b89,c9fb1d5032eaf8b37e664bf11916e8a978f0e24b228bfa10b62eceff8669aeda,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,test_debug_imports; test_basic_functionality; test_early_termination; test_boolean_return; _get_project_parameters_original; test_performance; test_list_parameters; run_all_tests,pyrevit; pyrevit.revit; pyrevit.revit.db.query; sys; time; traceback
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test Toast.pushbutton/script.py,קוד הפקודה או הדוגמה Test Toast.pushbutton,312,514fb2d0db518f9987b12636ff5057e928c10b22,249687aabecc985e4fce2308e8fb0f8c270dba5b9867845ab6b275b248b61fb6,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,pyrevit
extensions/pyRevitDevTools.extension/pyRevitDev.tab/Debug.panel/Unit Tests.pulldown/Test UI Button.pushbutton/bundle.yaml,"הגדרת שם, סדר, תנאים ושפות של פקודת Revit",17,8f5165017e61ae49d6257796c55643f28e978883,9465ecb7e379b7f137e61b88107e9cb681e37071944b397f4a52b068d174b8cf,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
